FinalDOI,ID,complete,api_add,times_cited,recent_citations,highly_cited_1,highly_cited_5,highly_cited_10,relative_citation_ratio,field_citation_ratio,license
10.1159/000447713,2162,"armitage ae, lim pj, frost jn, pasricha sr, soilleux ej, evans e et al. induced disruption of the iron-regulatory hormone hepcidin inhibits acute inflammatory hypoferraemia.   jul;8(5):517-28. doi: 10.1159/000447713. epub 2016 jul 16.","{'doi': '10.1159/000447713', 'times_cited': 7, 'recent_citations': 4, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.66, 'field_citation_ratio': 1.65, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",7.0,4.0,False,False,False,0.66,1.65,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1073/pnas.1402351111,1091,"armitage ae, stacey ar, giannoulatou e, marshall e, sturges p, chatha k, smith nm, huang x, xu x, pasricha sr, li n, wu h, webster c, prentice am, pellegrino p, williams i, norris pj, drakesmith h, borrow p. distinct patterns of hepcidin and iron regulation during hiv-1, hbv, and hcv infections.   aug;111(33):12187-92. doi 10.1073/pnas.1402351111.","{'doi': '10.1073/pnas.1402351111', 'times_cited': 33, 'recent_citations': 10, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.13, 'field_citation_ratio': 7.92, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",33.0,10.0,False,False,False,2.13,7.92,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1111/dom.12272,1026,"armstron mj, hazlehurst jm, hull d, guo k, borrows s, yu j et al. abdominal subcutaneous adipose tissue insulin resistance and lipolysis in patients with non-alcoholic steatohepatitis.   jun;16(7):651-60.","{'doi': '10.1111/dom.12272', 'times_cited': 26, 'recent_citations': 12, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.57, 'field_citation_ratio': 8.56, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",26.0,12.0,False,False,False,1.57,8.56,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1136/bmjopen-2013-003995,315,"armstrong mj, barton d et al. liraglutide efficacy and action in non-alcoholic steatohepatitis (lean): study protocol for a phase ii multicentre, double-blinded, randomised, controlled trial.   feb;3(11):e003995.","{'doi': '10.1136/bmjopen-2013-003995', 'times_cited': 24, 'recent_citations': 6, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.26, 'field_citation_ratio': 7.18, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",24.0,6.0,False,False,False,1.26,7.18,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/s0140-6736(15)00803-x,1695,"armstrong mj, gaunt p, aithal gp, barton d, hull d, parker r, hazlehurst jm, guo k; lean trial team, abouda g, aldersley ma, stocken d, gough sc, tomlinson jw, brown rm, hã•_bscher sg, newsome pn. liraglutide safety and efficacy in patients with non-alcoholic steatohepatitis (lean): a multicentre, double-blind, randomised, placebo-controlled phase 2 study.   nov 19. doi: 10.1016/s0140-6736(15)00803-x. [epub ahead of print].","{'doi': '10.1016/s0140-6736(15)00803-x', 'times_cited': 406, 'recent_citations': 256, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 37.31, 'field_citation_ratio': 212.1, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",406.0,256.0,False,False,False,37.31,212.1,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1111/apt.12149,262,"armstrong mj, houlihan dd, rowe ia, clausen wh, elbrã•ã´nd b, gough sc, tomlinson jw, newsome pn. safety and efficacy of liraglutide in patients with type 2 diabetes and elevated liver enzymes: individual patient data meta-analysis of the lead program.   jan;37(2):234-42.","{'doi': '10.1111/apt.12149', 'times_cited': 103, 'recent_citations': 32, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 4.91, 'field_citation_ratio': 30.8, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",103.0,32.0,False,False,False,4.91,30.8,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.jhep.2015.08.038,1638,"armstrong mj, hull d, guo k, barton d, hazlehurst jm, gathercole ll, nasiri m, yu j, gough sc, newsome pn, tomlinson jw. glucagon-like peptide 1 decreases lipotoxicity in non-alcoholic steatohepatitis.   feb;64(2):399-408. doi: 10.1016/j.jhep.2015.08.038. epub 2015 sep 21..","{'doi': '10.1016/j.jhep.2015.08.038', 'times_cited': 102, 'recent_citations': 47, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 10.19, 'field_citation_ratio': 53.29, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",102.0,47.0,False,False,False,10.19,53.29,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.jacc.2012.01.055,33,"arnold jr, karamitsos td, bhamra-ariza p, francis jm, searle n, robson md, howells rk, choudhury rp, rimoldi oe, camici pg, banning ap, neubauer s, jerosch-herold m, selvanayagam jb. myocardial oxygenation in coronary artery disease: insights from blood oxygen level-dependent magnetic resonance imaging at 3 tesla.   may.","{'doi': '10.1016/j.jacc.2012.01.055', 'times_cited': 57, 'recent_citations': 12, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.25, 'field_citation_ratio': 13.24, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",57.0,12.0,False,False,False,2.25,13.24,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1161/circinterventions.112.000064,496,"arnold jr, karamitsos td, van gaal wj, testa l, francis jm, bhamra-ariza p, van gaal wj et al. residual ischemia after revascularization in multivessel coronary artery disease: insights from measurement of absolute myocardial blood flow using magnetic resonance imaging compared with angiographic assessment.   jun 1;6(3):237-45.","{'doi': '10.1161/circinterventions.112.000064', 'times_cited': 9, 'recent_citations': 4, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.3, 'field_citation_ratio': 2.49, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",9.0,4.0,False,False,False,0.3,2.49,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1111/bjd.13293,1372,"arnold sj, hodgson t, misbah sa, patel sy, cooper sm, venning va.. three difficult cases: the challenge of autoimmunity, immunodeficiency and recurrent infections in patients with good syndrome.   mar;172:774-7. doi: 10.1111/bjd.13293. epub 2015 feb 5.","{'doi': '10.1111/bjd.13293', 'times_cited': 5, 'recent_citations': 1, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.42, 'field_citation_ratio': 0.94, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",5.0,1.0,False,False,False,0.42,0.94,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.eururo.2014.12.006,1287,"arnsrud godtman r, holmberg e, lilja h, stranne j, hugosson j. opportunistic testing versus organized prostate-specific antigen screening: outcome after 18 years in the g.   dec 31. [epub ahead of print].","{'doi': '10.1016/j.eururo.2014.12.006', 'times_cited': 50, 'recent_citations': 22, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.72, 'field_citation_ratio': 15.29, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",50.0,22.0,False,False,False,2.72,15.29,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.arcmed.2015.12.003,1733,"arriaga-pizano l, ferat-osorio e, rodrã­guez-abrego g, mancilla-herrera, domã­nguez-cerezo e, valero-pacheco n, pã©rez-toledo m, lozano-patiã±o f, laredo-sã¡nchez f, malagã³n-rangel j, nellen-hummel h, gonzã¡lez-bonilla c, arteaga-troncoso g, cã©rbulo-vã¡zquez a, pastelin-palacios r, klenerman p, isibasi a, lã³pez-macã­as c. differential immune profiles in two pandemic influenza a(h1n1)pdm09 virus waves at pandemic epicenter.   dec;pii: s0188-4409(15):00287-8. doi: 10.1016/j.arcmed.2015.12.003. [epub ahead of print].","{'doi': '10.1016/j.arcmed.2015.12.003', 'times_cited': 2, 'recent_citations': 0, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.12, 'field_citation_ratio': 0.54, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",2.0,0.0,False,False,False,0.12,0.54,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1093/brain/aws325,276,"arun t, tomassini v, sbardella e, de ruiter mb, matthews l, leite mi, gelineau-morel r, cavey a, vergo s, craner m, fugger l, rovira a, jenkinson m, palace j. targeting asic1 in primary progressive multiple sclerosis: evidence of neuroprotection with amiloride.   jan;136(1):106-15. doi: 10.1093/brain/aws325..","{'doi': '10.1093/brain/aws325', 'times_cited': 75, 'recent_citations': 20, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 3.7, 'field_citation_ratio': 14.52, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",75.0,20.0,False,False,False,3.7,14.52,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1093/cercor/bhv027,1391,"ashwani j, nachev p, barnes g, husain m, brown p, litvak v. the frontal control of stopping.   nov 9;25(11):4392-406. doi: 10.1093/cercor/bhv027. epub 2015 mar 9.","{'doi': '10.1093/cercor/bhv027', 'times_cited': 23, 'recent_citations': 13, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.36, 'field_citation_ratio': 6.12, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",23.0,13.0,False,False,False,1.36,6.12,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.ajhg.2012.08.032,192,"asselbergs fw, guo y, van iperen ep, sivapalaratnam s, tragante v, lanktree mb, lange la, almoguera b, appelman ye, barnard j, baumert j, beitelshees al  et al. large-scale gene-centric meta-analysis across 32 studies identifies multiple lipid loci.   nov.","{'doi': '10.1016/j.ajhg.2012.08.032', 'times_cited': 158, 'recent_citations': 34, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 5.84, 'field_citation_ratio': 14.9, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",158.0,34.0,False,False,False,5.84,14.9,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.3109/10428194.2015.1122783,1467,"ã–sterborg a, udvardy m, zaritskey a, andersson po, grosicki s, mazur g, kaplan p, steurer m, schuh a, montillo m, kryachok i, middeke jm, kulyaba y, rekhtman g, gorczyca m, daly s, chang cn, lisby s, gupta i. phase iii, randomized study of ofatumumab versus physicians'  choice of therapy and standard versus extended-length ofatumumab in patients with bulky fludarabine-refractory chronic lymphocytic leukemia..   jan:1-10. [epub ahead of print].","{'doi': '10.3109/10428194.2015.1122783', 'times_cited': 9, 'recent_citations': 2, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.72, 'field_citation_ratio': 2.83, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",9.0,2.0,False,False,False,0.72,2.83,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1523/jneurosci.4517-14.2015,1406,"astle de, barnes jj, baker k, colclough gl, woolrich mw. cognitive training enhances intrinsic brain connectivity in childhood.   apr;35(16):6277-83. doi: 10.1523/jneurosci.4517-14.2015..","{'doi': '10.1523/jneurosci.4517-14.2015', 'times_cited': 60, 'recent_citations': 29, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 3.77, 'field_citation_ratio': 17.25, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",60.0,29.0,False,False,False,3.77,17.25,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1093/cercor/bhu271,1240,"astle de, luckhoo h, woolrich m, kuo bc, nobre ac, scerif g. the neural dynamics of fronto-parietal networks in childhood revealed using magnetoencephalography.   nov 14. pii: bhu271. [epub ahead of print].","{'doi': '10.1093/cercor/bhu271', 'times_cited': 14, 'recent_citations': 7, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.21, 'field_citation_ratio': 4.35, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",14.0,7.0,False,False,False,1.21,4.35,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.cell.2016.10.042,2269,"astle w, elding h, jiang t, ruklisa d, bouman h, downes k, javiere b, martens jha, spivakov m, allen d, frontini m, fraser p, stunnenberg h, roberts dj, ouwehand who, danesh j, butterworth a, soranzo n. the allelic landscape of human blood cell trait variation and links to common complex disease.   nov 17;167(5):1415-1429.e19. doi: 10.1016/j.cell.2016.10.042.","{'doi': '10.1016/j.cell.2016.10.042', 'times_cited': 229, 'recent_citations': 186, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 12.28, 'field_citation_ratio': 49.97, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",229.0,186.0,False,False,False,12.28,49.97,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1111/jth.12120,388,"athanasiadis g, sabater-lleal m, buil a, souto jc, borrell m, lathrop m, watkins h, almasy l, hamsten a, soria jm. genetic determinants of plasma beta(2) -glycoprotein i levels: a genome-wide association study in extended pedigrees from spain.   mar.","{'doi': '10.1111/jth.12120', 'times_cited': 6, 'recent_citations': 0, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.31, 'field_citation_ratio': 1.73, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",6.0,0.0,False,False,False,0.31,1.73,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.cortex.2016.08.013,2227,"atherton ke, nobre ac, lazar as, wulff k, whittaker rg, dhawan v, lazar zi, zeman az, butler cr. slow wave sleep and accelerated forgetting.   nov;84:80-89. doi: 10.1016/j.cortex.2016.08.013.","{'doi': '10.1016/j.cortex.2016.08.013', 'times_cited': 8, 'recent_citations': 6, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.91, 'field_citation_ratio': 3.17, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",8.0,6.0,False,False,False,0.91,3.17,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.cortex.2014.02.009,988,"atherton ke, nobre ac, zeman az, butler cr. sleep-dependent memory consolidation and accelerated forgetting.   may;54:92-105. doi: 10.1016/j.cortex.2014.02.009. epub 2014 feb 21.","{'doi': '10.1016/j.cortex.2014.02.009', 'times_cited': 30, 'recent_citations': 11, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.75, 'field_citation_ratio': 7.12, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",30.0,11.0,False,False,False,1.75,7.12,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1182/blood-2013-10-533000,970,"atkinson sh, armitage ae, khandwala s, mwangi tw, uyoga s, bejon pa, williams tn, prentice am, drakesmith h. combinatorial effects of malaria season, iron deficiency, and inflammation determine plasma hepcidin concentration in african children.   may;123(21):3221-9. doi 10.1182/blood-2013-10-533000.","{'doi': '10.1182/blood-2013-10-533000', 'times_cited': 37, 'recent_citations': 13, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.31, 'field_citation_ratio': 12.19, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",37.0,13.0,False,False,False,2.31,12.19,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.ebiom.2015.08.016,1562,"atkinson sh, uyoga sm, armitage ae, khandwala s, mugyenyi ck, bejon p, marsh k, beeson jg, prentice am, drakesmith h, williams tn.. malaria and age variably but critically control hepcidin throughout childhood in kenya.   aug;2(10):1478-86. doi: 10.1016/j.ebiom.2015.08.016. ecollection 2015.","{'doi': '10.1016/j.ebiom.2015.08.016', 'times_cited': 11, 'recent_citations': 7, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.74, 'field_citation_ratio': 2.43, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",11.0,7.0,False,False,False,0.74,2.43,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1161/circresaha.114.301904,867,"augustine d, ayers lv, lima e, newton l, lewandowski aj, davis ef et al. dynamic release and clearance of circulating microparticles during cardiac stress.   jan 3;114(1):109-13.","{'doi': '10.1161/circresaha.114.301904', 'times_cited': 45, 'recent_citations': 11, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.73, 'field_citation_ratio': 13.76, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",45.0,11.0,False,False,False,2.73,13.76,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1111/echo.12655,1037,"augustine d, yaqub m, szmigielski c, lima e, petersen se, becher h et al. ""3d fusion"" echocardiography improves 3d left ventricular assessment: comparison with 2d contrast echocardiography.   jun 13.","{'doi': '10.1111/echo.12655', 'times_cited': 4, 'recent_citations': 2, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.19, 'field_citation_ratio': 1.43, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",4.0,2.0,False,False,False,0.19,1.43,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1161/strokeaha.114.007362,1249,"ay h, arsava em, andsberg g, benner t, brown rd jr, chapman sn, cole jw, delavaran h, dichgans m, engstrã•_m g, giralt-steinhauer e, grewal rp, gwinn k, jern c, jimenez-conde j, jood k, katsnelson m, kissela b, kittner sj, kleindorfer do, labovitz dl, lanfranconi s, lee jm, lehm m, lemmens r, levi c, li l, lindgren a, markus hs, mcardle pf, melander o, norrving b, peddareddygari lr, pederså½n a, pera j, rannikmã•_e k, rexrode km, rhodes d, rich ss, roquer j, rosand j, rothwell pm, rundek t, sacco rl, schmidt r, schã•_rks m, seiler s, sharma p, slowik a, sudlow c, thijs v, woodfield r, worrall bb, meschia jf. pathogenic ischemic stroke phenotypes in the ninds-stroke genetics network.   dec;45(12):3589-96.","{'doi': '10.1161/strokeaha.114.007362', 'times_cited': 18, 'recent_citations': 8, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.73, 'field_citation_ratio': 4.53, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",18.0,8.0,False,False,False,0.73,4.53,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1002/uog.13397,1020,"aye c, davis e, upton r, lewandowski aj, leeson p. assessment of cardiac function from fetal to adult life with myocardial deformation imaging.   jun;43(6):605-8.","{'doi': '10.1002/uog.13397', 'times_cited': 0, 'recent_citations': 0, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.0, 'field_citation_ratio': 0.0, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",0.0,0.0,False,False,False,0.0,0.0,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1042/cs20140623,1696,"ayers l, nieuwland r, kohler m, kraenkel n, ferry b, leeson p. dynamic microvesicle release and clearance within the cardiovascular system: triggers and mechanisms.   dec 1;129(11):915-31.","{'doi': '10.1042/cs20140623', 'times_cited': 28, 'recent_citations': 14, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.06, 'field_citation_ratio': 9.98, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",28.0,14.0,False,False,False,2.06,9.98,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
